"","playerID","fg_playerID","POS","inducted","play_era","GIDP","GS","InnOuts","PO","A","E","DP","PB","WP","SB_against","CS_for","ZR","Triple Crown","500_hr","3000_hit","1500_runs","1500_rbi","2500_G","ped_use","Name","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","wOBA","WAR","wRC+","Spd","Def","AVG+","BB%+","K%+","OBP+","SLG+","ISO+","BABIP+","all_star_appearances","num_gold_gloves","num_mvp","num_ws_mvp","silver_slugger","hank_aaron_award"
"175","hunteto01",731,"CF","0","Modern",262,2209,57673,5263,131,52,30,0,0,0,0,0,"0","No","No","No","No","No","No","Torii Hunter",2372,8857,9692,2452,1562,498,39,353,1296,1391,661,52,1741,97,71,6,262,195,99,0.277,0.068,0.18,0.38,0.331,0.461,0.793,0.185,0.307,0.342,43,110,4.8,-7.9,105,82,104,100,110,118,103,5,9,0,0,2,0
"176","jonesan01",96,"CF","0","Steroids",192,1924,51235,4986,125,50,35,0,0,0,0,0,"0","No","No","No","No","No","No","Andruw Jones",2196,7599,8664,1933,1080,383,36,434,1204,1289,891,69,1748,97,71,6,192,152,59,0.254,0.103,0.202,0.51,0.337,0.486,0.823,0.231,0.273,0.352,67,111,4.7,278.8,94,114,121,99,112,143,91,5,10,0,0,1,1
"177","kellech01",1006768,"OF","0","Integration",50,0,0,2235,46,46,6,0,0,0,0,0,"0","No","No","No","No","No","No","Charlie Keller",1170,3790,4604,1085,658,166,72,189,725,760,784,0,499,10,0,20,50,45,23,0.286,0.17,0.108,1.57,0.41,0.518,0.928,0.231,0.289,0.429,45.7,151,5.4,-6.1,106,172,129,119,134,199,101,5,0,0,0,0,0
"178","kentje01",1119,"2B","0","Modern",224,2215,57179,4816,5918,236,1362,0,0,0,0,0,"0","No","No","No","Yes","No","No","Jeff Kent",2298,8498,9537,2461,1477,560,47,377,1320,1518,801,61,1522,125,103,10,224,94,60,0.29,0.084,0.16,0.53,0.356,0.5,0.855,0.21,0.311,0.367,56,123,4,1.2,107,92,99,104,116,132,104,5,0,1,0,4,0
"179","mcdougi01",1008471,"2B","0","Integration",93,828,22323,2352,3373,149,815,0,0,0,0,0,"0","No","No","No","No","No","No","Gil McDougald",1336,4676,5395,1291,941,187,51,112,697,576,559,8,623,36,27,97,93,45,44,0.276,0.104,0.115,0.9,0.356,0.41,0.766,0.134,0.297,0.349,39.7,114,4.2,128.6,104,105,112,104,104,102,107,5,0,0,0,0,0
"180","mcgrifr01",293,"1B","0","Steroids",226,2223,58206,18985,1447,167,1775,0,0,0,0,0,"0","No","No","No","Yes","No","No","Fred McGriff",2460,8757,10174,2490,1532,441,24,493,1349,1550,1305,171,1882,39,71,2,226,72,38,0.284,0.128,0.185,0.69,0.377,0.509,0.886,0.225,0.309,0.383,56.9,134,2.9,-186.3,106,145,120,112,123,155,104,5,0,0,0,3,0
"181","murcebo01",1009338,"RF","0","Free Agency",124,1660,44078,3352,293,90,48,0,0,0,0,0,"0","No","No","No","No","No","No","Bobby Murcer",1908,6730,7718,1862,1280,285,45,252,972,1043,862,96,841,27,81,18,124,127,75,0.277,0.112,0.109,1.02,0.357,0.445,0.802,0.168,0.282,0.359,32.6,124,4.4,-156.6,107,124,86,109,116,136,100,5,1,0,0,0,0
"182","nichobi01",1009554,"OF","0","Integration",61,0,0,2954,118,67,20,0,0,0,0,0,"0","No","No","No","No","No","No","Bill Nicholson",1677,5546,6418,1484,917,272,60,235,837,948,800,0,828,52,0,20,61,27,1,0.268,0.125,0.129,0.97,0.365,0.465,0.83,0.198,0.279,0.387,40.5,131,4,-50.2,100,136,159,108,122,176,99,5,0,0,0,0,0
"183","otisam01",1009893,"CF","0","Free Agency",158,1869,49528,4940,129,48,35,0,0,0,0,0,"0","No","No","No","No","No","No","Amos Otis",1998,7299,8247,2020,1387,374,66,193,1092,1007,757,53,1009,33,103,54,157,341,93,0.277,0.092,0.122,0.75,0.343,0.425,0.768,0.149,0.295,0.345,40.2,115,6.3,-58.3,107,106,97,105,111,120,105,5,3,0,0,0,0
"184","pafkoan01",1009948,"RF","0","Integration",164,327,9587,3388,590,97,67,0,0,0,0,0,"0","No","No","No","No","No","No","Andy Pafko",1852,6292,7026,1796,1257,264,62,213,844,976,561,7,477,76,15,82,164,38,13,0.285,0.08,0.068,1.18,0.35,0.449,0.799,0.163,0.282,0.367,34.8,116,3.8,-27.1,106,85,74,103,111,122,100,5,0,0,0,0,0
"185","penato01",1010153,"C","0","Steroids",234,1785,48095,11260,1049,118,157,105,0,1224,656,0,"0","No","No","No","No","No","No","Tony Pena",1988,6489,7073,1687,1255,298,27,107,667,708,455,72,846,23,38,68,235,80,63,0.26,0.064,0.12,0.54,0.309,0.364,0.673,0.104,0.283,0.3,23.9,83,3.4,155.1,99,72,85,94,93,80,98,5,4,0,0,0,0
"186","posadjo01",841,"C","0","Modern",186,1476,39356,10207,715,92,104,142,0,984,387,0,"0","No","No","No","No","No","No","Jorge Posada",1828,6092,7150,1664,1000,379,10,275,900,1065,936,78,1453,74,47,1,186,20,21,0.273,0.131,0.203,0.64,0.374,0.474,0.848,0.201,0.315,0.367,40,123,2.3,8.9,102,153,124,111,111,126,105,5,0,0,0,5,0
"187","renteed01",1178,"SS","0","Modern",241,2053,54075,2966,5706,272,1219,0,0,0,0,0,"0","No","No","No","No","No","No","Edgar Renteria",2152,8142,9066,2327,1722,436,29,140,1200,923,718,42,1182,31,76,99,241,294,108,0.286,0.079,0.13,0.61,0.343,0.398,0.741,0.112,0.317,0.327,35.1,95,5.2,99.7,106,88,79,101,93,69,105,5,2,0,1,3,0
"188","rizzuph01",1011011,"SS","1","Integration",107,155,4313,3220,4666,263,1217,0,0,0,0,0,"0","No","No","No","No","No","No","Phil Rizzuto",1661,5816,6711,1588,1249,239,62,38,877,563,651,1,398,49,2,193,107,149,58,0.273,0.097,0.059,1.64,0.351,0.355,0.706,0.082,0.288,0.335,41.4,96,5.6,207.9,102,92,68,100,91,67,102,5,0,1,0,0,0
"189","rojasco01",1011152,"CF","0","Free Agency",181,1542,41245,3466,3965,134,971,1,2,1,0,0,"0","No","No","No","No","No","No","Cookie Rojas",1822,6309,6871,1660,1327,254,25,54,714,593,396,30,489,20,59,87,181,74,68,0.263,0.058,0.071,0.81,0.306,0.337,0.643,0.074,0.276,0.292,6.7,83,3.6,-23.4,102,69,53,95,89,61,98,5,0,0,0,0,0
"190","santibe01",1130,"C","0","Steroids",204,1810,48216,10955,968,152,141,157,0,998,530,0,"0","No","No","No","No","No","No","Benito Santiago",1978,6951,7516,1830,1249,323,41,217,755,920,430,52,1270,38,70,26,204,91,69,0.263,0.057,0.169,0.34,0.307,0.415,0.722,0.152,0.291,0.315,28.7,91,3.7,139.2,99,64,110,91,101,104,99,5,3,0,0,4,0
"191","saxst01",1011481,"2B","0","Steroids",146,1695,44712,3617,4817,190,998,0,0,0,0,0,"0","No","No","No","No","No","No","Steve Sax",1769,6940,7632,1949,1570,278,47,54,913,550,556,47,584,24,37,75,146,444,178,0.281,0.073,0.077,0.95,0.335,0.358,0.692,0.077,0.299,0.313,22.6,97,5.9,-23.8,107,83,55,102,92,60,104,5,0,0,0,1,0
"192","sweenmi01",634,"1B","0","Modern",142,748,19539,6015,515,70,552,16,0,94,54,0,"0","No","No","No","No","No","No","Mike Sweeney",1454,5188,5848,1540,995,325,5,215,759,909,522,61,613,74,59,5,142,53,25,0.297,0.089,0.105,0.85,0.366,0.486,0.851,0.189,0.3,0.366,21.2,117,3.1,-106.5,110,103,65,108,112,117,100,5,0,0,0,0,0
"193","thomafr04",255,"1B","1","Modern",226,969,25150,7910,497,80,776,0,0,0,0,0,"0","Yes","No","No","Yes","No","No","Frank Thomas",2322,8199,10075,2468,1440,495,12,521,1494,1704,1667,168,1397,87,121,0,226,32,23,0.301,0.165,0.139,1.19,0.419,0.555,0.974,0.254,0.304,0.416,72.1,154,2.2,-267.4,112,185,88,124,131,165,102,5,0,2,0,4,0
"194","thomeji01",409,"1B","1","Steroids",165,1561,40972,9450,1565,137,990,0,0,0,0,0,"0","Yes","No","Yes","Yes","Yes","No","Jim Thome",2543,8422,10313,2328,1239,451,26,612,1583,1699,1747,173,2548,69,74,1,166,19,20,0.276,0.169,0.247,0.69,0.402,0.554,0.956,0.278,0.322,0.406,69.1,145,2.5,-200,103,191,152,118,129,174,107,5,0,0,0,1,0
"195","walkedi02",1013512,"OF","0","Integration",81,0,0,3479,157,106,35,0,0,0,0,0,"0","No","No","No","No","No","No","Dixie Walker",1905,6740,7666,2064,1487,376,96,105,1037,1023,817,0,325,16,0,93,81,59,10,0.306,0.107,0.042,2.51,0.383,0.437,0.82,0.131,0.31,0.384,41.7,121,4.6,-49.8,112,113,54,111,112,113,109,5,0,0,0,0,0
"196","walkela01",455,"RF","1","Steroids",153,1806,47036,3976,213,57,92,0,0,0,0,0,"0","No","No","No","No","No","No","Larry Walker",1988,6907,8030,2160,1244,471,62,383,1355,1311,913,117,1231,138,65,7,153,230,76,0.313,0.114,0.153,0.74,0.4,0.565,0.965,0.252,0.332,0.412,68.7,140,5.9,3.5,117,126,98,118,134,166,111,5,7,1,0,3,0
"197","wallati01",1013554,"3B","0","Steroids",192,2120,56464,2543,4065,247,373,0,0,0,0,0,"0","No","No","No","No","No","No","Tim Wallach",2212,8099,8908,2085,1357,432,36,260,908,1125,649,89,1307,77,77,6,192,51,66,0.257,0.073,0.147,0.5,0.316,0.416,0.732,0.159,0.276,0.322,37.6,102,2.8,74,98,83,104,96,105,120,95,5,3,0,0,2,0
"198","whitalo01",1013846,"2B","0","Steroids",143,2146,57204,4771,6653,189,1527,0,0,0,0,0,"0","No","No","No","No","No","No","Lou Whitaker",2390,8570,9967,2369,1640,420,65,244,1386,1084,1197,79,1099,20,91,89,143,143,75,0.276,0.12,0.11,1.09,0.363,0.426,0.789,0.15,0.29,0.353,68.1,118,4.6,127.1,105,139,81,110,106,109,101,5,3,0,0,4,0
"199","whitefr01",1013872,"2B","0","Free Agency",156,2151,56379,4944,6629,206,1459,0,0,0,0,0,"0","No","No","No","No","No","No","Frank White",2324,7859,8468,2006,1381,407,58,160,912,886,412,27,1035,30,65,101,157,178,83,0.255,0.049,0.122,0.4,0.293,0.383,0.675,0.128,0.274,0.301,31.1,84,5.1,182.5,97,57,92,89,97,95,97,5,8,0,0,1,0
"200","willibe02",857,"CF","0","Modern",223,1884,49988,4710,65,48,18,0,0,0,0,0,"0","No","No","No","No","No","No","Bernie Williams",2076,7870,9053,2336,1545,449,55,287,1366,1257,1069,97,1212,39,63,12,223,147,87,0.297,0.118,0.134,0.88,0.381,0.477,0.858,0.18,0.318,0.373,43.9,126,4.7,-143,110,133,85,112,111,113,107,5,4,0,0,1,0
"201","willima04",77,"3B","0","Steroids",182,1782,47043,1525,3672,191,386,0,0,0,0,0,"0","No","No","No","No","No","No","Matt Williams",1866,7000,7595,1878,1127,338,35,378,997,1218,469,86,1363,55,62,9,182,53,35,0.268,0.062,0.179,0.34,0.317,0.489,0.805,0.22,0.282,0.345,44.8,110,3.8,109.9,100,69,117,94,118,150,95,5,4,0,0,4,0
"202","willsma01",1014053,"SS","0","Expansion",92,1832,48847,2786,5512,331,928,0,0,0,0,0,"0","No","No","No","No","No","No","Maury Wills",1942,7588,8304,2134,1866,177,71,20,1067,458,552,26,684,16,29,119,92,586,208,0.281,0.066,0.082,0.81,0.33,0.331,0.661,0.05,0.306,0.301,35.7,91,6.6,99.8,107,80,61,101,85,39,107,5,2,1,0,0,0
"203","bagweje01",547,"1B","1","Steroids",221,2092,55585,17546,1705,129,1618,0,0,0,0,0,"0","No","No","Yes","Yes","No","Yes","Jeff Bagwell",2150,7797,9431,2314,1345,488,32,449,1517,1529,1401,155,1558,128,102,3,222,202,78,0.297,0.149,0.165,0.9,0.408,0.54,0.948,0.244,0.317,0.405,80.2,149,4.5,-82.1,110,163,104,120,127,157,106,4,1,1,0,3,0
"204","bandosa01",1000505,"3B","0","Free Agency",149,1879,49634,1788,3743,231,362,0,0,0,0,0,"0","No","No","No","No","No","No","Sal Bando",2019,7060,8288,1790,1221,289,38,242,982,1039,1031,69,923,75,57,65,149,75,46,0.254,0.124,0.111,1.12,0.352,0.408,0.76,0.155,0.26,0.346,56.2,121,3.7,70.4,99,141,86,108,108,127,94,4,0,0,0,0,0
"205","beckegl01",1000743,"2B","0","Expansion",114,1243,32627,2712,3719,179,758,0,0,0,0,0,"0","No","No","No","No","No","No","Glenn Beckert",1320,5208,5572,1473,1224,196,31,22,685,360,260,3,243,19,27,58,114,49,25,0.283,0.047,0.044,1.07,0.318,0.345,0.663,0.062,0.292,0.302,8.9,83,4.4,1.8,109,56,32,98,90,51,103,4,1,0,0,0,0
"206","bergewa01",1000875,"OF","0","Live Ball",69,0,0,3430,91,91,28,0,0,0,0,0,"0","No","No","No","No","No","No","Wally Berger",1350,5163,5663,1550,950,299,59,242,809,898,435,0,694,38,0,27,69,36,0,0.3,0.077,0.123,0.63,0.359,0.522,0.881,0.221,0.309,0.394,42.8,136,4.5,-7.4,105,102,164,105,128,184,104,4,0,0,0,0,0
"207","bicheda01",1000946,"RF","0","Steroids",176,1482,38680,2829,128,80,38,0,0,0,0,0,"0","No","No","No","No","No","No","Dante Bichette",1704,6381,6856,1906,1204,401,27,274,934,1141,355,32,1078,41,73,5,176,152,73,0.299,0.052,0.157,0.33,0.336,0.499,0.835,0.2,0.32,0.359,8.9,104,4.6,-165.5,111,57,101,99,119,132,107,4,0,0,0,1,0
"208","boonebo01",1001183,"C","0","Free Agency",191,2104,55699,11325,1185,183,155,97,0,1108,731,0,"0","No","No","No","No","No","No","Bob Boone",2264,7245,8148,1838,1404,303,26,105,679,826,663,90,608,20,78,142,191,38,50,0.254,0.081,0.075,1.09,0.315,0.346,0.661,0.092,0.262,0.298,31.9,82,2.5,232.2,96,93,57,95,88,71,92,4,7,0,0,0,0
"209","burleri01",1001696,"SS","0","Free Agency",138,1252,33356,2349,4109,189,893,0,0,0,0,0,"0","No","No","No","No","No","No","Rick Burleson",1346,5139,5717,1401,1072,256,23,50,656,449,420,11,477,28,46,84,139,72,68,0.273,0.073,0.083,0.88,0.328,0.361,0.689,0.088,0.29,0.315,21.9,88,3.8,113.4,104,86,66,100,93,69,102,4,1,0,0,1,0
"210","carrach01",1001984,"SS","0","Integration",109,716,18988,2206,3724,189,786,0,0,0,0,0,"0","No","No","No","No","No","No","Chico Carrasquel",1325,4644,5259,1199,947,172,25,55,568,474,491,4,467,38,19,67,109,31,28,0.258,0.093,0.089,1.05,0.333,0.342,0.674,0.083,0.276,0.314,19.4,85,3.4,117.9,97,92,89,97,86,64,99,4,0,0,0,0,0
"211","casege01",1002033,"OF","0","Integration",48,0,0,2805,88,90,15,0,0,0,0,0,"0","No","No","No","No","No","No","George Case",1226,5016,5515,1415,1118,233,43,21,785,377,426,0,297,21,0,52,48,349,109,0.282,0.077,0.054,1.43,0.341,0.358,0.699,0.076,0.297,0.332,15.6,94,6.8,-22.1,104,80,66,99,92,65,104,4,0,0,0,0,0
"212","cashno01",1002043,"1B","0","Expansion",139,1819,48829,15173,1317,131,1347,0,0,0,0,0,"0","No","No","No","No","No","No","Norm Cash",2089,6705,7910,1820,1161,241,41,377,1046,1103,1043,112,1091,90,55,17,139,43,30,0.271,0.132,0.138,0.96,0.374,0.488,0.862,0.217,0.273,0.382,54.6,139,3.2,-72.9,107,145,104,115,127,165,100,4,0,0,0,0,0
"213","cavarph01",1002093,"1B","0","Integration",103,40,1109,12435,844,149,1022,0,0,0,0,0,"0","No","No","No","No","No","No","Phil Cavarretta",2030,6754,7701,1977,1436,347,99,95,990,920,820,0,598,37,1,89,103,65,0,0.293,0.106,0.078,1.37,0.372,0.416,0.788,0.123,0.31,0.37,34.7,119,4.9,-97.8,108,118,96,110,108,108,109,4,0,1,0,0,0
"214","cedence01",1002100,"CF","0","Free Agency",167,1864,49432,5984,195,91,179,0,0,0,0,0,"0","No","No","No","No","No","No","Cesar Cedeno",2006,7310,8133,2087,1392,436,60,199,1084,976,664,83,938,56,71,32,167,550,179,0.285,0.082,0.115,0.71,0.347,0.443,0.79,0.158,0.302,0.353,49.9,122,6.5,-50.4,108,92,91,105,115,128,106,4,5,0,0,0,0
"215","chapmbe01",1002141,"OF","0","Integration",52,0,0,3737,492,172,83,0,0,0,0,0,"0","No","No","No","No","No","No","Ben Chapman",1717,6478,7420,1958,1354,407,107,90,1144,977,824,0,556,26,0,92,52,287,135,0.302,0.111,0.075,1.48,0.383,0.44,0.823,0.138,0.32,0.38,41.6,115,6.6,6.8,105,114,101,107,105,103,107,4,0,0,0,0,0
"216","clarkja01",1002288,"RF","0","Free Agency",174,1569,41519,7127,456,105,500,0,0,0,0,0,"0","No","No","No","No","No","No","Jack Clark",1994,6847,8230,1826,1115,332,39,340,1118,1180,1262,127,1442,24,83,9,174,77,61,0.267,0.153,0.175,0.88,0.379,0.476,0.854,0.209,0.289,0.377,50.6,138,3.5,-135.7,101,174,129,115,122,163,100,4,0,0,0,2,0
"217","crawfca02",1201,"LF","0","Modern",79,1568,41106,3319,56,36,6,0,0,0,0,0,"0","No","No","No","No","No","No","Carl Crawford",1716,6655,7178,1931,1363,309,123,136,998,766,377,24,1067,47,48,34,79,480,109,0.29,0.053,0.149,0.35,0.33,0.435,0.765,0.145,0.326,0.332,41.2,104,8.3,43.1,109,63,87,100,103,94,109,4,1,0,0,1,0
"218","danniha01",1002978,"C","0","Integration",94,0,0,3259,455,57,64,32,0,0,0,0,"0","No","No","No","No","No","No","Harry Danning",890,2971,3194,847,602,162,26,57,363,397,187,0,217,14,0,22,94,13,0,0.285,0.059,0.068,0.86,0.33,0.415,0.745,0.13,0.293,0.343,14.4,102,3.6,33.7,105,69,85,98,107,112,102,4,0,0,0,0,0
"219","edmonji01",1153,"CF","0","Modern",122,1806,47273,4930,160,58,68,0,0,0,0,0,"0","No","No","No","No","No","No","Jim Edmonds",2011,6858,7980,1949,1094,437,25,393,1251,1199,998,91,1729,49,65,10,122,67,50,0.284,0.125,0.217,0.58,0.376,0.527,0.903,0.243,0.324,0.385,64.5,132,3.6,73.3,105,136,133,110,122,149,108,4,8,0,0,1,0
"220","glaustr01",15,"3B","0","Modern",138,1426,37325,1922,2577,180,362,0,0,0,0,0,"0","No","No","No","No","No","No","Troy Glaus",1537,5410,6355,1375,752,293,10,320,889,950,854,40,1377,46,45,0,138,56,29,0.254,0.134,0.217,0.62,0.358,0.489,0.847,0.235,0.281,0.365,34.3,120,3.3,-20.4,94,154,133,106,114,146,94,4,0,0,1,2,0
"221","harrato01",1005384,"3B","0","Free Agency",155,2024,53570,2530,4965,279,765,0,0,0,0,0,"0","No","No","No","No","No","No","Toby Harrah",2155,7402,8767,1954,1412,307,40,195,1115,918,1154,51,868,63,72,76,157,238,94,0.264,0.132,0.099,1.33,0.365,0.395,0.76,0.131,0.274,0.347,45.8,116,4.9,-32.5,101,154,78,112,102,103,97,4,0,0,0,0,0
"222","hendrge01",1005642,"RF","0","Free Agency",211,1808,48339,4758,207,65,117,0,0,0,0,0,"0","No","No","No","No","No","No","George Hendrick",2048,7129,7833,1980,1343,343,27,267,941,1111,567,77,1013,22,86,21,211,59,47,0.278,0.072,0.129,0.56,0.329,0.446,0.775,0.168,0.289,0.343,28.2,115,3.3,-120.6,106,83,100,100,116,137,101,4,0,0,0,2,0
"223","hortowi01",1006038,"LF","0","Free Agency",195,1167,29738,1921,60,58,8,0,0,0,0,0,"0","No","No","No","No","No","No","Willie Horton",2028,7298,8052,1993,1344,284,40,325,873,1163,620,95,1313,58,59,17,196,20,38,0.273,0.077,0.163,0.47,0.332,0.457,0.789,0.183,0.292,0.351,27.5,119,2.5,-157.7,107,88,124,103,120,147,105,4,0,0,0,0,0
"224","howarfr01",1006080,"LF","0","Expansion",219,1670,41813,4412,277,104,213,0,0,0,0,0,"0","No","No","No","No","No","No","Frank Howard",1895,6488,7353,1774,1112,245,35,382,864,1119,782,135,1460,33,43,7,219,8,9,0.273,0.106,0.199,0.54,0.352,0.499,0.851,0.225,0.297,0.374,38.7,140,2.3,-205.4,108,120,145,109,130,175,108,4,0,0,0,0,0
"225","johnsda02",1006440,"2B","0","Free Agency",126,1308,35051,3862,3339,142,860,0,0,0,0,0,"0","No","No","No","No","No","No","Davey Johnson",1435,4797,5465,1252,856,242,18,136,564,609,559,57,675,40,43,26,126,33,25,0.261,0.102,0.124,0.83,0.34,0.404,0.744,0.143,0.277,0.336,28.9,112,2.9,34.4,103,113,92,105,107,115,101,4,3,0,0,0,0
"226","kennete02",1006850,"C","0","Free Agency",125,1312,34633,6754,638,108,103,68,0,1051,478,0,"0","No","No","No","No","No","No","Terry Kennedy",1491,4979,5421,1313,944,244,12,113,474,628,365,86,855,16,39,22,125,6,15,0.264,0.067,0.158,0.43,0.314,0.386,0.699,0.122,0.296,0.308,24.1,94,1.8,96.6,100,76,116,95,99,95,103,4,0,0,0,1,0
"227","kluszte01",1007020,"1B","0","Expansion",143,668,17252,12652,799,97,1269,0,0,0,0,0,"0","No","No","No","No","No","No","Ted Kluszewski",1718,5929,6470,1766,1168,290,29,279,848,1028,492,70,365,23,23,3,143,20,10,0.298,0.076,0.056,1.35,0.353,0.498,0.85,0.2,0.28,0.377,27.2,120,2.8,-101.9,111,81,56,104,120,137,101,4,0,0,0,0,0
"228","knoblch01",609,"LF","0","Steroids",116,1546,40041,2852,3844,125,840,0,0,0,0,0,"0","No","No","No","No","No","No","Chuck Knoblauch",1632,6366,7387,1839,1355,322,64,98,1132,615,804,22,730,139,56,20,116,407,117,0.289,0.109,0.099,1.1,0.378,0.406,0.783,0.117,0.311,0.352,39.8,109,6.8,29.3,107,119,63,111,96,74,105,4,1,0,0,2,0
"229","lavagco01",1007386,"3B","0","Integration",86,0,0,1364,1940,197,237,0,0,0,0,0,"0","No","No","No","No","No","No","Cookie Lavagetto",1043,3509,4039,945,685,183,37,40,487,486,485,0,244,12,0,33,86,63,0,0.269,0.12,0.06,1.99,0.36,0.377,0.737,0.107,0.281,0.348,12.1,103,4.7,-27.3,98,143,75,106,96,92,96,4,0,0,0,0,0
"230","loducpa01",662,"C","0","Modern",138,968,25801,6879,532,75,112,51,0,610,267,0,"0","No","No","No","No","No","No","Paul Lo Duca",1082,3892,4302,1112,802,222,8,80,483,481,266,23,295,58,44,42,138,20,19,0.286,0.062,0.069,0.9,0.337,0.409,0.746,0.123,0.29,0.325,16.1,97,2.8,73.2,106,68,42,99,94,74,97,4,0,0,0,0,0
"231","lopesda01",1007750,"CF","0","Free Agency",126,1607,42096,3558,3931,177,822,0,0,0,0,0,"0","No","No","No","No","No","No","Davey Lopes",1812,6354,7340,1671,1234,232,50,155,1023,614,833,38,852,31,48,74,126,557,114,0.263,0.113,0.116,0.98,0.349,0.388,0.737,0.125,0.281,0.336,41.8,111,6.9,0.4,99,128,93,105,99,99,98,4,1,0,0,0,0
"232","lowelmi01",527,"3B","0","Modern",170,1489,39101,1468,2725,104,340,0,0,0,0,0,"0","No","No","No","No","No","No","Mike Lowell",1601,5813,6500,1619,995,394,7,223,771,952,548,45,817,52,84,1,170,30,14,0.279,0.084,0.126,0.67,0.342,0.464,0.805,0.185,0.287,0.346,26.1,108,2.6,22.7,103,94,76,100,107,114,96,4,1,0,1,1,0
"233","luzingr01",1007855,"LF","0","Free Agency",147,1249,31116,2120,105,57,26,0,0,0,0,0,"0","No","No","No","No","No","No","Greg Luzinski",1821,6505,7518,1795,1120,344,24,307,880,1128,845,94,1495,84,79,1,147,37,31,0.276,0.112,0.199,0.57,0.363,0.478,0.84,0.202,0.311,0.373,32.7,131,2.7,-201.3,105,129,159,110,123,160,109,4,0,0,0,0,0
"234","marisro01",1008110,"RF","0","Expansion",75,1316,35206,2649,76,49,15,0,0,0,0,0,"0","No","No","No","No","No","No","Roger Maris",1463,5101,5846,1325,813,195,42,275,826,851,652,42,733,38,43,12,75,21,9,0.26,0.112,0.125,0.89,0.345,0.476,0.822,0.216,0.254,0.361,36.9,126,3.7,-12.2,100,124,99,105,120,157,92,4,1,2,0,0,0
"235","martipe01",1008189,"OF","0","Integration",44,0,0,1692,774,124,58,0,0,0,0,0,"0","No","No","No","No","No","No","Pepper Martin",1189,4117,4521,1227,823,270,75,59,754,501,369,0,438,13,0,22,44,146,0,0.298,0.082,0.097,0.84,0.358,0.443,0.801,0.145,0.323,0.367,20.2,114,6.9,-43,106,109,127,105,112,125,109,4,0,0,0,0,0
"236","mcgeewi01",1008513,"CF","0","Steroids",157,1744,47835,4295,136,108,29,0,0,0,0,0,"0","No","No","No","No","No","No","Willie McGee",2201,7649,8188,2254,1731,350,94,79,1010,856,448,58,1238,15,46,30,157,352,121,0.295,0.055,0.151,0.36,0.333,0.396,0.729,0.101,0.341,0.323,27.6,101,6.5,-25.1,112,62,105,100,100,76,117,4,3,1,0,1,0
"237","moneydo01",1009052,"3B","0","Free Agency",121,1477,39118,2697,3242,150,554,0,0,0,0,0,"0","No","No","No","No","No","No","Don Money",1720,6215,6998,1623,1109,302,36,176,798,729,600,45,866,40,53,90,121,80,51,0.261,0.086,0.124,0.69,0.328,0.406,0.734,0.145,0.277,0.331,32,106,4,28.2,100,99,96,100,105,116,98,4,0,0,0,0,0
"238","moorete01",1009128,"OF","0","Integration",76,0,0,3126,118,52,24,0,0,0,0,0,"0","No","No","No","No","No","No","Terry Moore",1298,4700,5204,1318,947,263,28,80,719,513,406,0,368,16,0,82,76,82,0,0.28,0.078,0.071,1.1,0.34,0.399,0.739,0.119,0.291,0.344,19.4,99,4.7,19.3,103,90,88,100,103,103,101,4,0,0,0,0,0
"239","morneju01",1737,"1B","0","Modern",138,1296,34451,11239,921,49,1180,0,0,0,0,0,"0","No","No","No","No","No","No","Justin Morneau",1545,5699,6392,1603,984,349,23,247,772,985,573,92,988,46,74,0,139,5,10,0.281,0.09,0.155,0.58,0.348,0.481,0.828,0.199,0.299,0.353,22.7,116,2.2,-95.1,106,108,88,105,115,129,100,4,0,1,0,2,0
"240","palmera01",1266,"LF","0","Steroids",232,2290,60666,18128,1596,120,1785,0,0,0,0,0,"0","Yes","Yes","Yes","Yes","Yes","Yes","Rafael Palmeiro",2831,10472,12046,3020,1828,585,38,569,1663,1835,1353,172,1348,87,119,15,232,97,40,0.288,0.112,0.112,1,0.371,0.515,0.885,0.226,0.283,0.38,70,130,3.5,-145.4,108,127,72,110,123,149,96,4,3,0,0,2,0
"241","porteda02",1010450,"C","0","Free Agency",102,1430,37855,6767,755,134,106,132,0,902,553,0,"0","No","No","No","No","No","No","Darrell Porter",1782,5539,6570,1369,896,237,48,188,765,826,905,106,1025,45,63,18,101,39,37,0.247,0.138,0.156,0.88,0.354,0.409,0.763,0.162,0.269,0.342,40.8,113,3.7,80.3,94,159,121,108,105,129,95,4,0,0,1,0,0
"242","powelbo01",1010482,"LF","0","Free Agency",164,1807,47287,12796,880,133,1133,0,0,0,0,0,"0","No","No","No","No","No","No","Boog Powell",2042,6681,7810,1776,1156,270,11,339,889,1187,1001,140,1226,29,72,27,163,20,21,0.266,0.128,0.157,0.82,0.361,0.462,0.822,0.196,0.277,0.365,44.1,134,1.8,-117.4,105,144,116,112,121,154,101,4,0,1,0,0,0
"243","powervi01",1010506,"1B","0","Expansion",145,1444,39139,10833,1592,97,1158,0,0,0,0,0,"0","No","No","No","No","No","No","Vic Power",1627,6046,6461,1716,1251,290,49,126,765,658,279,26,247,15,48,73,145,45,35,0.284,0.043,0.038,1.13,0.315,0.411,0.725,0.127,0.278,0.321,14.7,94,4.1,-1.8,108,45,33,94,103,93,100,4,7,0,0,0,0
