"","playerID","fg_playerID","POS","inducted","play_era","G","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","GS","InnOuts","PO","A","E","DP","PB","WP","SB_against","CS_for","ZR","PA","BA","1B","SLG","OBP","OPS","SO%","BB%","BB:SO","Range","Triple Crown","500_hr","3000_hit","1500_runs","1500_rbi","2500_G","ped_use","ISO","BABIP","wOBA","WAR","wRC+","all_star_appearances","num_gold_gloves","num_mvp","num_ws_mvp","silver_slugger","hank_aaron_award"
"1","aaronha01",1000001,"RF","1","Expansion",3298,12364,2174,3771,624,98,755,2297,240,73,1402,1383,293,32,21,121,328,2977,78414,7436,429,144,218,0,0,0,0,0,13919,0.304998382400518,2294,0.554513102555807,0.373949277965371,0.928462380521178,0.0993605862490121,0.100725626841009,1.01373825018077,2.38477865372953,"0","Yes","Yes","Yes","Yes","Yes","No",0.25,0.291,0.403,136.3,153,21,3,1,NA,NA,NA
"2","mayswi01",1008315,"CF","1","Expansion",2992,10881,2062,3283,523,140,660,1903,338,103,1464,1526,192,44,13,91,251,2666,71009,7752,233,156,121,0,0,0,0,0,12480,0.301718592041173,1960,0.557485525227461,0.383894230769231,0.941379755996692,0.122275641025641,0.117307692307692,0.959370904325033,2.66878342245989,"0","Yes","Yes","Yes","Yes","Yes","No",0.255,0.299,0.409,149.8,154,20,8,2,NA,NA,NA
"3","musiast01",1009405,"LF","1","Expansion",3026,10972,1949,3630,725,177,475,1951,78,31,1599,696,127,53,35,53,243,1198,29643,12439,818,142,962,0,0,0,0,0,12677,0.330842143638352,2253,0.559059423988334,0.416660093081959,0.975719517070293,0.0549025794746391,0.126133943361994,2.29741379310345,4.38103106411104,"0","No","Yes","Yes","Yes","Yes","No",0.228,0.32,0.435,126.4,157,20,NA,3,NA,NA,NA
"4","ripkeca01",1010978,"SS","1","Steroids",3001,11551,1647,3184,603,44,431,1695,36,39,1129,1305,107,66,10,127,350,2958,77876,4112,8214,294,1682,0,0,0,0,0,12873,0.275647130118604,2106,0.447407150896026,0.340169346694632,0.787576497590659,0.101374970869261,0.0877029441466636,0.865134099616858,4.10729756747751,"0","No","Yes","Yes","Yes","Yes","No",0.172,0.277,0.346,92.5,112,19,2,2,NA,8,NA
"5","carewro01",1001942,"1B","1","Free Agency",2469,9315,1424,3053,445,112,92,1015,353,187,1018,1028,144,25,128,64,216,2229,59197,13510,3709,260,1796,0,0,0,0,0,10422,0.327750939345142,2404,0.429200214707461,0.393014776434466,0.822214991141927,0.0986374976012282,0.0976779888696987,0.990272373540856,6.97407857432159,"0","No","Yes","No","No","No","No",0.101,0.359,0.369,72.3,132,18,NA,1,NA,NA,NA
"6","yastrca01",1014326,"LF","1","Free Agency",3308,11988,1816,3419,646,59,452,1844,168,116,1845,1393,190,40,13,105,323,2826,73908,10437,775,135,643,0,0,0,0,0,13978,0.285201868535202,2262,0.462045378712045,0.379453426813564,0.84149880552561,0.0996566032336529,0.131993132064673,1.32447954055994,3.38935912938331,"1","No","Yes","Yes","Yes","Yes","No",0.177,0.29,0.375,94.8,130,18,7,1,NA,NA,NA
"7","rosepe01",1011217,"LF","0","Free Agency",3562,14053,2165,4256,746,135,160,1314,198,149,1566,1143,167,107,56,79,247,3437,90298,12394,3349,213,1083,0,0,0,0,0,15805,0.302853483242012,3215,0.409307621148509,0.375134451123062,0.784442072271571,0.0723188864283455,0.0990825688073395,1.37007874015748,4.41970802919708,"0","No","Yes","Yes","No","Yes","No",0.106,0.319,0.354,80.2,121,17,2,1,1,1,NA
"8","willite01",1014040,"LF","1","Integration",2292,7706,1798,2654,525,71,521,1839,24,17,2021,709,86,39,5,20,197,717,17062,4158,140,113,30,0,0,0,0,0,9786,0.344406955618998,1537,0.633791850506099,0.481708563253628,1.11550041375973,0.0724504394032291,0.206519517678316,2.85049365303244,1.87521815008726,"2","Yes","No","Yes","Yes","No","No",0.289,0.328,0.494,129.8,187,17,NA,2,NA,NA,NA
"9","mantlmi01",1008082,"CF","1","Expansion",2401,8102,1677,2415,344,72,536,1509,153,38,1733,1710,126,13,14,47,113,1927,48597,6734,290,107,201,0,0,0,0,0,9895,0.298074549493952,1463,0.556776104665515,0.420515411824154,0.977291516489668,0.172814552804447,0.175138959070237,1.01345029239766,2.92544773011245,"1","Yes","No","Yes","Yes","No","No",0.259,0.318,0.428,112.3,170,16,1,3,NA,NA,NA
"10","berrayo01",1000898,"LF","1","Expansion",2120,7555,1175,2150,321,49,358,1430,30,26,704,414,49,52,9,44,146,1049,27512,9221,819,125,183,76,123,208,203,10,8355,0.28457974851092,1422,0.482197220383852,0.347815679233992,0.830012899617843,0.0495511669658887,0.08426092160383,1.70048309178744,4.73584905660377,"0","No","No","No","No","No","No",0.198,0.262,0.37,63.7,124,15,NA,3,NA,NA,NA
"11","gwynnto01",1005166,"RF","1","Steroids",2440,9288,1383,3141,543,85,135,1138,319,125,790,434,203,24,45,85,259,2304,59632,4512,160,62,26,0,0,0,0,0,10187,0.338178294573643,2378,0.458548664944014,0.388239913615392,0.846788578559406,0.0426033179542554,0.0775498183959949,1.82027649769585,1.91475409836066,"0","No","Yes","No","No","No","No",0.12,0.341,0.37,65,132,15,5,NA,NA,7,NA
"12","kalinal01",1006678,"RF","1","Expansion",2834,10116,1622,3007,498,75,399,1583,137,65,1277,1020,131,55,45,104,271,2482,65480,5938,235,82,126,0,0,0,0,0,11552,0.297251878212732,2035,0.479636219849743,0.37560595567867,0.855242175528413,0.0882963988919668,0.110543628808864,1.25196078431373,2.17819336626676,"0","No","Yes","Yes","Yes","Yes","No",0.182,0.296,0.378,88.9,134,15,7,NA,NA,NA,NA
"13","robinbr01",1011055,"3B","1","Free Agency",2896,10654,1232,2848,482,68,268,1357,28,22,860,990,120,53,101,114,297,2790,75256,2712,6220,264,621,0,0,0,0,0,11681,0.267317439459358,2030,0.400788436268068,0.321975858231316,0.722764294499384,0.0847530177210855,0.0736238335758925,0.868686868686869,3.08425414364641,"0","No","No","No","No","Yes","No",0.133,0.271,0.322,80.2,104,15,16,1,1,NA,NA
"14","smithoz01",1012186,"SS","1","Steroids",2573,9396,1257,2460,402,69,28,793,580,148,1072,589,79,33,214,63,167,2477,65357,4249,8375,281,1590,0,0,0,0,0,10564,0.261813537675607,1961,0.328224776500639,0.337466868610375,0.665691645111013,0.0557553956834532,0.101476713366149,1.82003395585739,4.90633501748931,"0","No","No","No","No","Yes","No",0.066,0.275,0.305,67.6,90,15,13,NA,NA,1,NA
"15","benchjo01",1000826,"C","1","Free Agency",2158,7658,1091,2048,381,24,389,1376,68,43,891,1278,135,19,11,90,201,2003,53143,10469,1191,151,238,94,130,610,469,22,8658,0.267432750065291,1254,0.475842256463829,0.341649341649342,0.81749159811317,0.147609147609148,0.102910602910603,0.697183098591549,5.40315106580167,"0","No","No","No","No","No","No",0.208,0.273,0.362,74.8,125,14,10,2,1,NA,NA
"16","bondsba01",1109,"LF","0","Steroids",2986,9847,2227,2935,601,77,762,1996,514,141,2558,1539,688,106,4,91,165,2810,72889,5637,173,97,25,0,0,0,0,0,12602,0.298060322940997,1495,0.606885345790596,0.444294556419616,1.05117990221021,0.122123472464688,0.202983653388351,1.66211825860949,1.94574681848627,"0","Yes","No","Yes","Yes","Yes","Yes",0.309,0.285,0.435,164.4,173,14,8,7,NA,12,3
"17","jacksre01",1006308,"RF","1","Free Agency",2820,9864,1551,2584,463,49,563,1702,228,115,1375,2597,164,96,13,68,183,2057,53268,4062,133,142,31,0,0,0,0,0,11403,0.261962692619627,1509,0.490064882400649,0.355608173287731,0.84567305568838,0.227747084100675,0.120582302902745,0.529457065845206,1.48758865248227,"0","Yes","No","Yes","Yes","Yes","No",0.228,0.298,0.374,72.7,139,14,NA,1,2,2,NA
"18","jeterde01",826,"SS","1","Modern",2747,11195,1923,3465,544,66,260,1311,358,97,1082,1840,39,170,97,58,287,2661,69677,3820,6605,254,1408,0,0,0,0,0,12505,0.309513175524788,2595,0.439571237159446,0.377209116353459,0.816780353512905,0.147141143542583,0.0865253898440624,0.58804347826087,3.7950491445213,"0","No","Yes","Yes","No","Yes","No",0.13,0.35,0.36,73.1,119,14,5,NA,1,5,2
"19","rodrial01",1274,"SS","0","Modern",2784,10566,2021,3115,548,31,696,2086,329,76,1338,2287,97,176,16,111,261,2438,63551,2781,5681,235,1060,0,0,0,0,0,12191,0.294813552905546,1840,0.550160893431762,0.379706340743171,0.929867234174933,0.187597407923878,0.109753096546633,0.585045911674683,3.03951149425287,"0","Yes","Yes","Yes","Yes","Yes","Yes",0.255,0.314,0.395,113.7,141,14,2,3,NA,10,4
"20","rodriiv01",1275,"C","1","Modern",2543,9592,1354,2844,572,51,311,1332,127,64,513,1474,67,58,31,76,337,2356,61218,14922,1233,143,164,127,0,786,661,0,10239,0.296497080900751,1910,0.464032527105922,0.333528664908682,0.797561192014604,0.143959371032327,0.0501025490770583,0.348032564450475,6.35273299252851,"0","No","No","No","No","Yes","Yes",0.168,0.321,0.344,69,104,14,13,1,NA,7,NA
"21","brettge01",1001400,"3B","1","Free Agency",2707,10349,1583,3154,665,137,317,1596,201,97,1096,908,229,33,26,120,235,2162,56553,5503,3984,292,674,0,0,0,0,0,11598,0.3047637452894,2035,0.487390085998647,0.3692878082428,0.856677894241448,0.0782893602345232,0.0944990515606139,1.20704845814978,3.5046176579239,"0","No","Yes","Yes","Yes","Yes","No",0.183,0.307,0.374,84.6,132,13,1,1,NA,3,NA
"22","dimagjo01",1003311,"OF","1","Integration",1736,6821,1390,2214,389,131,361,1537,30,9,790,369,0,46,14,0,130,0,0,4529,153,105,30,0,0,0,0,0,7657,0.324585837853687,1333,0.578800762351561,0.398328327021026,0.977129089372588,0.0481911975969701,0.10317356667102,2.14092140921409,2.69700460829493,"0","No","No","No","Yes","No","No",0.254,0.304,0.439,82.6,151,13,NA,3,NA,NA,NA
"23","griffke02",327,"CF","1","Steroids",2671,9801,1662,2781,524,38,630,1836,184,69,1312,1779,246,81,8,102,199,2348,60981,5607,154,89,43,0,0,0,0,0,11296,0.283746556473829,1589,0.537802265074992,0.369511331444759,0.907313596519752,0.157489376770538,0.11614730878187,0.737492973580663,2.15687008611007,"0","Yes","No","Yes","Yes","Yes","No",0.254,0.287,0.384,77.7,131,13,10,1,NA,7,NA
"24","alomaro01",860,"2B","1","Steroids",2379,9073,1508,2724,504,80,210,1134,474,114,1032,1140,62,50,148,97,206,2288,59751,4463,6536,183,1411,0,0,0,0,0,10252,0.300231455968257,1930,0.442852419265954,0.371244635193133,0.814097054459087,0.111197815060476,0.100663285212641,0.905263157894737,4.62337116435477,"0","No","No","Yes","No","No","No",0.143,0.321,0.359,63.6,118,12,10,NA,NA,4,NA
"25","boggswa01",1001124,"3B","1","Steroids",2440,9180,1513,3010,578,61,118,1014,24,35,1412,745,180,23,29,96,236,2223,58395,2115,4304,232,472,0,0,0,0,0,10711,0.327886710239651,2253,0.442701525054466,0.414993931472318,0.857695456526784,0.0695546634301186,0.13182709364205,1.89530201342282,2.63073770491803,"0","No","Yes","Yes","No","No","No",0.115,0.344,0.381,88.3,132,12,2,NA,NA,8,NA
"26","clemero01",1002340,"RF","1","Expansion",2433,9454,1416,3000,440,166,240,1305,83,46,621,1230,167,35,36,66,275,2300,61546,4697,269,142,42,0,0,0,0,0,10176,0.317325999576899,2154,0.47514279669981,0.359276729559748,0.834419526259558,0.120872641509434,0.0610259433962264,0.504878048780488,2.04110152075627,"0","No","Yes","No","No","No","No",0.158,0.343,0.365,80.6,129,12,12,1,1,NA,NA
"27","foxne01",1004281,"2B","1","Expansion",2367,9232,1279,2663,355,112,35,790,76,80,719,216,24,142,208,48,175,1632,43512,6102,6385,209,1621,0,0,0,0,0,10141,0.288453206239168,2161,0.362543327556326,0.347500246524011,0.710043574080337,0.0212996745883049,0.0709003056897742,3.3287037037037,5.27545416138572,"0","No","No","No","No","No","No",0.074,0.291,0.325,45.2,96,12,3,1,NA,NA,NA
"28","larkiba01",335,"SS","1","Steroids",2180,7937,1329,2340,441,76,198,960,379,77,939,817,66,55,59,67,178,2056,52719,3154,5864,235,1093,0,0,0,0,0,8998,0.294821721053295,1625,0.444374448784175,0.370526783729718,0.814901232513893,0.0907979551011336,0.104356523671927,1.14932680538556,4.13669724770642,"0","No","No","No","No","No","No",0.15,0.306,0.36,67,118,12,3,1,NA,9,NA
"29","mcgwima01",1008559,"1B","0","Steroids",1874,6187,1167,1626,252,6,583,1414,12,8,1317,1596,150,75,3,78,147,1742,45300,14464,1073,112,1409,0,0,0,0,0,7657,0.262809115888153,785,0.588168740908356,0.394149144573593,0.982317885481949,0.208436724565757,0.171999477602194,0.825187969924812,8.29082177161153,"0","Yes","No","No","No","No","Yes",0.325,0.255,0.415,66.3,157,12,1,NA,NA,3,NA
"30","ottme01",1009904,"OF","1","Integration",2730,9456,1859,2876,488,72,511,1860,89,0,1708,896,0,64,109,0,82,0,0,4734,783,146,98,0,0,0,0,0,11228,0.30414551607445,1805,0.533100676818951,0.413965087281795,0.947065764100746,0.0798004987531172,0.15211970074813,1.90625,2.02087912087912,"0","Yes","No","Yes","Yes","Yes","No",0.229,0.294,0.431,110.1,154,12,NA,NA,NA,NA,NA
"31","piazzmi01",893,"C","1","Modern",1912,6911,1048,2127,344,8,427,1335,17,20,759,1113,146,30,0,45,229,1673,42224,11347,768,132,133,102,0,1400,423,0,7745,0.307770221386196,1348,0.545217768774418,0.376500968366688,0.921718737141106,0.143705616526791,0.0979987088444157,0.681940700808625,6.33629707112971,"0","No","No","No","No","No","Yes",0.237,0.314,0.39,62.5,140,12,NA,NA,NA,10,NA
"32","ramirma02",210,"LF","0","Modern",2302,8244,1544,2574,547,20,555,1831,38,33,1329,1813,216,109,2,90,243,1921,49008,3206,129,75,18,0,0,0,0,0,9772,0.312227074235808,1452,0.585395439107229,0.410560785918952,0.995956225026182,0.185530085959885,0.136000818665575,0.73303916161059,1.44874022589053,"0","Yes","No","Yes","Yes","No","Yes",0.273,0.338,0.418,66.4,153,12,NA,NA,1,9,2
"33","robinfr02",1011066,"RF","1","Expansion",2808,10006,1829,2943,528,72,586,1812,204,77,1420,1532,218,198,17,102,270,2372,62807,6346,333,106,263,0,0,0,0,0,11726,0.294123525884469,1757,0.536977813312013,0.388964693842743,0.925942507154755,0.130649837966911,0.121098413781341,0.926892950391645,2.37856125356125,"1","Yes","No","Yes","Yes","Yes","No",0.243,0.295,0.404,104,153,12,1,2,1,NA,NA
"34","schmimi01",1011586,"3B","1","Free Agency",2404,8352,1506,2234,408,59,548,1595,174,92,1507,1883,201,79,16,108,156,2324,60977,2836,5193,328,580,0,0,0,0,0,10046,0.267480842911877,1219,0.527298850574713,0.380250846107904,0.907549696682616,0.187437786183556,0.150009954210631,0.800318640467339,3.33985024958403,"0","Yes","No","Yes","Yes","No","No",0.26,0.28,0.395,106.5,147,12,10,3,1,6,NA
"35","winfida01",1014127,"RF","1","Steroids",2973,11003,1669,3110,540,88,465,1833,223,96,1216,1686,172,25,19,95,319,2422,64515,5012,168,95,38,0,0,0,0,0,12339,0.282650186312824,2017,0.474506952649277,0.352621768376692,0.827128721025969,0.136639922197909,0.0985493151795121,0.721233689205219,1.74234779683821,"0","No","Yes","Yes","Yes","Yes","No",0.192,0.296,0.364,59.9,128,12,7,NA,NA,6,NA
"36","bankser01",1000512,"1B","1","Expansion",2528,9421,1305,2583,407,90,512,1636,50,53,763,1236,198,70,45,96,229,2425,64280,14206,4355,261,1742,0,0,0,0,0,10350,0.274174716059866,1574,0.499522343700244,0.330048309178744,0.829570652878988,0.119420289855072,0.073719806763285,0.617313915857605,7.34216772151899,"0","Yes","No","No","Yes","Yes","No",0.225,0.267,0.359,63.3,118,11,1,2,NA,NA,NA
"37","cartega01",1002015,"C","1","Free Agency",2296,7971,1025,2092,371,31,324,1225,39,42,848,997,106,68,33,99,180,2128,56744,12490,1247,128,191,84,0,1498,810,0,8986,0.262451386275248,1366,0.438715343118806,0.334742933452036,0.773458276570842,0.110950367237926,0.0943690184731805,0.850551654964895,5.98301393728223,"0","No","No","No","No","No","No",0.176,0.262,0.342,69.4,116,11,3,NA,NA,5,NA
"38","dickebi01",1003271,"C","1","Integration",1789,6300,930,1969,343,72,202,1209,37,29,678,289,0,31,51,0,49,0,0,7965,954,108,137,76,0,0,0,0,7009,0.312539682539683,1352,0.486031746031746,0.382080182622343,0.868111928654089,0.0412327008132401,0.0967327721500927,2.34602076124567,4.9854667411962,"0","No","No","No","No","No","No",0.173,0.304,0.396,56.1,126,11,NA,NA,NA,NA,NA
"39","fiskca01",1004101,"C","1","Free Agency",2499,8756,1276,2356,421,47,376,1330,128,58,849,1386,105,143,26,79,204,2157,57075,11612,1075,165,167,129,1,1302,665,0,9827,0.269072635906807,1512,0.456715395157606,0.340694006309148,0.797409401466755,0.141039991859164,0.0863946270479292,0.612554112554113,5.07683073229292,"0","No","No","No","No","No","No",0.188,0.28,0.354,68.3,117,11,1,NA,NA,3,NA
"40","freehbi01",1004315,"C","0","Expansion",1774,6073,706,1591,241,35,200,758,24,21,626,753,67,114,38,48,138,1665,44401,11235,813,81,196,106,212,741,433,16,6861,0.261979252428783,1115,0.411987485591964,0.339746392654132,0.751733878246096,0.109750765194578,0.0912403439731817,0.831341301460823,6.79143179255919,"0","No","No","No","No","No","No",0.15,0.269,0.339,44.8,113,11,5,NA,NA,NA,NA
"41","killeha01",1006905,"LF","1","Expansion",2435,8147,1283,2086,290,24,573,1584,19,18,1559,1699,160,48,0,77,243,2120,54141,8849,1963,215,767,0,0,0,0,0,9831,0.256045170001227,1199,0.508530747514423,0.375648458956363,0.884179206470785,0.172820669311362,0.158580002034381,0.917598587404356,4.44024640657084,"0","Yes","No","No","Yes","No","No",0.252,0.254,0.389,66.1,142,11,NA,1,NA,NA,NA
"42","aparilu01",1000278,"SS","1","Expansion",2601,10230,1335,2677,394,92,83,791,506,136,736,742,22,27,161,76,184,2539,67221,4548,8016,366,1553,0,0,0,0,0,11069,0.261681329423265,2108,0.342521994134897,0.310777848044087,0.653299842178984,0.0670340590839281,0.0664920046978047,0.991913746630728,4.83044982698962,"0","No","No","No","No","Yes","No",0.081,0.274,0.296,49.1,83,10,9,NA,NA,NA,NA
"43","garvest01",1004557,"1B","0","Free Agency",2332,8835,1143,2599,440,43,272,1308,83,62,479,1003,113,29,33,90,251,2205,58402,19004,1434,130,1531,0,0,0,0,0,9433,0.29417091114884,1844,0.446066779852858,0.329375596310824,0.775442376163682,0.106328845542245,0.0507791794763066,0.477567298105683,8.76415094339623,"0","No","No","No","No","No","No",0.152,0.304,0.342,37.8,116,10,4,1,NA,NA,NA
"44","henderi01",194,"LF","1","Steroids",3081,10961,2295,3055,510,66,297,1115,1406,335,2190,1694,61,98,30,67,172,2757,71018,6468,131,141,23,0,0,0,0,0,13316,0.278715445671015,2182,0.418574947541283,0.401246620606789,0.819821568148072,0.127215379993992,0.164463802943827,1.29279811097993,2.1418370658877,"0","No","Yes","Yes","No","Yes","No",0.14,0.305,0.372,106.3,132,10,1,1,NA,3,NA
"45","hermabi01",1005692,"2B","1","Integration",1922,7707,1163,2345,486,82,47,839,67,0,737,428,0,26,171,0,191,0,0,5084,5823,365,1202,0,0,0,0,0,8470,0.304268846503179,1730,0.406902815622162,0.366942148760331,0.773844964382492,0.0505312868949233,0.087012987012987,1.72196261682243,5.67481789802289,"0","No","No","No","No","No","No",0.103,0.318,0.361,55.1,115,10,NA,NA,NA,NA,NA
"46","kellge01",1006783,"3B","1","Integration",1795,6702,881,2054,385,50,78,870,51,36,621,287,7,36,149,20,188,394,9842,2390,3326,168,360,0,0,0,0,0,7379,0.30647567890182,1541,0.413757087436586,0.367393955820572,0.781151043257158,0.0388941591001491,0.0841577449518905,2.16376306620209,3.18440111420613,"0","No","No","No","No","No","No",0.107,0.311,0.362,38.2,111,10,NA,NA,NA,NA,NA
"47","medwijo01",1008719,"OF","1","Integration",1984,7635,1198,2471,540,113,205,1383,42,0,437,551,0,26,44,0,203,0,0,4152,143,86,36,0,0,0,0,0,8098,0.323641126391618,1613,0.504518664047151,0.362311681896765,0.866830345943916,0.0680414917263522,0.0539639417140035,0.793103448275862,2.1648185483871,"1","No","No","No","No","No","No",0.181,0.329,0.393,54.5,132,10,NA,1,NA,NA,NA
"48","mizejo01",1009014,"1B","1","Integration",1884,6443,1118,2011,367,83,359,1337,28,1,856,524,0,52,20,0,99,0,0,14862,1033,133,1320,0,0,0,0,0,7351,0.312121682446065,1202,0.562005277044855,0.397088831451503,0.959094108496358,0.0712828186641273,0.116446741939872,1.63358778625954,8.43683651804671,"0","No","No","No","No","No","No",0.25,0.297,0.433,68.1,155,10,NA,NA,NA,NA,NA
"49","morgajo02",1009179,"2B","1","Free Agency",2649,9277,1650,2517,449,96,268,1133,689,162,1865,1015,76,40,51,96,105,2489,65052,5758,6969,245,1505,0,0,0,0,0,11278,0.271316158240811,1704,0.427077719090223,0.392090796240468,0.819168515330691,0.0899982266359284,0.165366199680794,1.83743842364532,4.80445451113628,"0","No","No","Yes","No","Yes","No",0.156,0.278,0.372,98.8,135,10,5,2,NA,1,NA
"50","ortizda01",745,"1B","1","Modern",2408,8640,1419,2472,632,19,541,1768,17,9,1319,1750,209,38,2,92,236,266,6486,1983,164,22,177,0,0,0,0,0,10089,0.286111111111111,1280,0.55150462962963,0.379522251957578,0.931026881587207,0.173456239468728,0.130736445633859,0.753714285714286,0.891611295681063,"0","Yes","No","No","Yes","No","Yes",0.265,0.3,0.392,51,140,10,NA,NA,1,7,2
"51","puckeki01",1010557,"CF","1","Steroids",1783,7244,1071,2304,414,57,207,1085,134,76,450,965,85,56,23,58,188,1684,43871,4392,143,51,37,0,0,0,0,0,7808,0.318056322473771,1626,0.476670347874103,0.359887295081967,0.83655764295607,0.12359118852459,0.0576331967213115,0.466321243523316,2.543466068424,"0","No","No","No","No","No","No",0.159,0.342,0.366,44.9,122,10,6,NA,NA,6,NA
"52","reesepe01",1010776,"SS","1","Integration",2166,8058,1338,2170,330,80,126,885,232,45,1210,890,3,26,157,19,176,546,14542,4124,6131,407,1255,0,0,0,0,0,9313,0.269297592454703,1634,0.377016629436585,0.365725330183614,0.742741959620199,0.0955653387737571,0.129925910018254,1.35955056179775,4.73453370267775,"0","No","No","No","No","No","No",0.108,0.289,0.35,61.2,103,10,NA,NA,NA,NA,NA
"53","sandbry01",1011411,"2B","1","Steroids",2164,8385,1318,2386,403,76,282,1061,344,107,761,1260,59,34,31,71,139,2096,55266,3892,6648,120,1177,0,0,0,0,0,9251,0.284555754323196,1625,0.451639833035182,0.343854718408821,0.795494551444002,0.136201491730624,0.0822613771484164,0.603968253968254,4.87060998151571,"0","No","No","No","No","No","No",0.167,0.304,0.351,60.9,115,10,9,1,NA,7,NA
"54","schoere01",1011600,"2B","1","Expansion",2216,8479,1223,2449,427,78,84,773,89,27,606,346,15,21,97,19,180,748,19915,5045,5466,192,1409,0,0,0,0,0,9125,0.288831230097889,1860,0.38730982427173,0.337095890410959,0.724405714682689,0.0379178082191781,0.0664109589041096,1.7514450867052,4.74323104693141,"0","No","No","No","No","No","No",0.098,0.293,0.333,37.6,94,10,NA,NA,NA,NA,NA
"55","slaugen01",1012060,"RF","1","Integration",2380,7946,1247,2383,413,148,169,1304,71,15,1018,538,11,37,73,10,139,227,6507,3925,152,82,35,0,0,0,0,0,9011,0.299899320412786,1653,0.452932292977599,0.381533681056486,0.834465974034085,0.0597048052380424,0.112973032959716,1.89219330855019,1.71302521008403,"0","No","No","No","No","No","No",0.153,0.305,0.384,51.4,125,10,NA,NA,NA,NA,NA
"56","conceda01",1002494,"SS","0","Free Agency",2488,8723,993,2326,389,48,101,950,321,109,736,1186,93,21,74,86,266,2250,60620,4245,7024,326,1390,0,0,0,0,0,9566,0.26665138140548,1788,0.356987275020062,0.322287267405394,0.679274542425456,0.123980765210119,0.0769391595233117,0.620573355817875,4.52934083601286,"0","No","No","No","No","No","No",0.09,0.296,0.306,39.7,88,9,5,NA,NA,2,NA
"57","doerrbo01",1003355,"2B","1","Integration",1865,7093,1094,2042,381,89,223,1247,54,64,809,608,0,11,115,0,182,0,0,4928,5710,214,1507,0,0,0,0,0,7913,0.287889468490061,1349,0.461017904976738,0.361683305952231,0.822701210928968,0.0768355870087198,0.102236825477063,1.33059210526316,5.70402144772118,"0","No","No","No","No","No","No",0.173,0.29,0.38,53,115,9,NA,NA,NA,NA,NA
"58","foxxji01",1004285,"1B","1","Integration",2317,8134,1751,2646,458,125,534,1922,87,72,1452,1311,0,13,71,0,69,0,0,17795,1561,192,1553,9,0,0,0,0,9599,0.325301204819277,1529,0.609294320137694,0.428273778518596,1.03756809865629,0.136576726742369,0.151265756849672,1.10755148741419,8.3539059128183,"1","Yes","No","Yes","Yes","No","No",0.284,0.336,0.461,101.4,156,9,NA,3,NA,NA,NA
"59","gordojo01",1004874,"2B","1","Integration",1566,5707,914,1530,264,52,253,975,89,60,759,702,0,29,41,0,159,0,0,3826,4726,264,1196,0,0,0,0,0,6495,0.26809181706676,961,0.465568599964955,0.356889915319477,0.822458515284432,0.108083140877598,0.116859122401848,1.08119658119658,5.4610472541507,"0","No","No","No","No","No","No",0.197,0.269,0.38,60.4,120,9,NA,1,NA,NA,NA
"60","guerrvl01",778,"RF","1","Modern",2147,8155,1328,2590,477,46,449,1496,181,94,737,985,250,103,0,64,277,1603,41352,3169,126,125,32,0,0,0,0,0,9059,0.317596566523605,1618,0.552544451256898,0.378628987746992,0.93117343900389,0.108731648084778,0.0813555580086102,0.748223350253807,1.53469958081043,"0","No","No","No","No","No","No",0.235,0.316,0.39,54.5,136,9,NA,1,NA,8,NA
"61","howarel01",1006079,"LF","0","Expansion",1605,5363,619,1471,218,50,167,762,9,14,373,786,82,26,29,52,157,1374,36694,7572,541,68,160,75,248,285,223,20,5814,0.274286779787432,1036,0.426999813537199,0.321637426900585,0.748637240437784,0.135190918472652,0.064155486756106,0.474554707379135,5.05482866043614,"0","No","No","No","No","No","No",0.153,0.292,0.327,31.3,105,9,2,1,NA,NA,NA
"62","lynnfr01",1007872,"CF","0","Free Agency",1969,6925,1063,1960,388,43,306,1111,72,54,857,1116,77,30,25,86,149,1765,46578,4556,114,55,33,0,0,0,0,0,7898,0.283032490974729,1223,0.484043321299639,0.360471005317802,0.844514326617441,0.141301595340593,0.108508483160294,0.767921146953405,2.37176231589639,"0","No","No","No","No","No","No",0.201,0.296,0.372,49.2,129,9,4,1,NA,NA,NA
"63","matheed01",1008236,"3B","1","Expansion",2391,8537,1509,2315,354,72,512,1453,68,39,1444,1487,107,26,36,58,123,1995,52928,2966,4385,313,444,0,0,0,0,0,10065,0.271172543047909,1377,0.509429541993675,0.37605563835072,0.885485180344395,0.147739692001987,0.143467461500248,0.971082716879623,3.07444583856127,"0","Yes","No","Yes","No","No","No",0.238,0.273,0.389,96.1,143,9,NA,NA,NA,NA,NA
"64","mccorfr01",1008413,"1B","0","Integration",1534,5723,722,1711,334,26,128,951,27,0,399,189,0,27,58,0,176,0,0,13803,1003,79,1221,0,0,0,0,0,6149,0.298969072164948,1223,0.433513891315743,0.347536184745487,0.781050076061231,0.0307367051553098,0.0648885997723207,2.11111111111111,9.65189048239896,"0","No","No","No","No","No","No",0.135,0.293,0.363,33.5,118,9,NA,1,NA,NA,NA
"65","santoro01",1011447,"3B","1","Expansion",2243,8143,1138,2254,365,67,342,1331,35,41,1108,1343,94,38,13,94,256,2172,57866,2100,4717,327,449,0,0,0,0,0,9383,0.27680216136559,1480,0.464079577551271,0.362357454971757,0.826437032523028,0.143131194713844,0.118085900031973,0.825018615040953,3.03923316986179,"0","No","No","No","No","No","No",0.187,0.292,0.367,70.9,126,9,5,NA,NA,NA,NA
